Date;Location;Total Cases;Total Deaths;Total Recovered
03/01/20;DKI Jakarta;39;20;75
03/02/20;DKI Jakarta;41;20;75
03/02/20;Indonesia;2;0;0
03/02/20;Riau;1;0;1
03/03/20;DKI Jakarta;43;20;75
03/03/20;Indonesia;2;0;0
03/03/20;Jawa Barat;1;1;60
03/03/20;Riau;1;0;1
03/04/20;DKI Jakarta;45;20;75
03/04/20;Indonesia;2;0;0
03/04/20;Jawa Barat;2;1;60
03/04/20;Riau;1;0;1
03/05/20;DKI Jakarta;45;21;75
03/05/20;Indonesia;2;0;0
03/05/20;Jawa Barat;3;1;60
03/05/20;Riau;1;0;1
03/06/20;Banten;1;5;111
03/06/20;DKI Jakarta;45;21;75
03/06/20;Indonesia;4;0;0
03/06/20;Jawa Barat;4;1;60
03/06/20;Riau;1;0;1
03/07/20;Banten;1;5;111
03/07/20;DKI Jakarta;45;23;75
03/07/20;Indonesia;4;0;0
03/07/20;Jawa Barat;4;1;60
03/07/20;Riau;1;0;1
03/08/20;Banten;2;5;114
03/08/20;DKI Jakarta;45;23;75
03/08/20;Indonesia;6;0;0
03/08/20;Jawa Barat;4;1;60
03/08/20;Jawa Tengah;1;10;11
03/08/20;Riau;1;0;1
03/09/20;Banten;2;5;114
03/09/20;DKI Jakarta;45;24;75
03/09/20;Indonesia;19;0;0
03/09/20;Jawa Barat;4;1;60
03/09/20;Jawa Tengah;1;10;11
03/09/20;Riau;1;0;1
03/10/20;Banten;2;5;122
03/10/20;DKI Jakarta;45;24;75
03/10/20;Indonesia;27;0;2
03/10/20;Jawa Barat;4;1;60
03/10/20;Jawa Tengah;1;10;11
03/10/20;Riau;1;0;1
03/10/20;Sulawesi Tenggara;1;0;0
03/11/20;Bali;1;1;3
03/11/20;Banten;2;5;130
03/11/20;DKI Jakarta;45;24;75
03/11/20;Indonesia;34;1;2
03/11/20;Jawa Barat;4;2;60
03/11/20;Jawa Tengah;3;11;12
03/11/20;Riau;1;0;1
03/11/20;Sulawesi Tenggara;1;0;0
03/12/20;Bali;1;1;3
03/12/20;Banten;2;6;132
03/12/20;DKI Jakarta;47;25;79
03/12/20;Indonesia;34;1;2
03/12/20;Jawa Barat;5;2;60
03/12/20;Jawa Tengah;3;11;12
03/12/20;Riau;1;0;1
03/12/20;Sulawesi Tenggara;1;0;0
3/13/2020;Bali;1;1;3
3/13/2020;Banten;3;7;132
3/13/2020;DKI Jakarta;51;26;82
3/13/2020;Indonesia;69;4;2
3/13/2020;Jawa Barat;9;2;61
3/13/2020;Jawa Tengah;3;11;12
3/13/2020;Riau;1;0;1
3/13/2020;Sulawesi Tenggara;1;0;0
3/14/2020;Bali;1;1;3
3/14/2020;Banten;4;7;134
3/14/2020;DKI Jakarta;53;27;83
3/14/2020;Indonesia;96;5;8
3/14/2020;Jawa Barat;9;2;61
3/14/2020;Jawa Tengah;5;11;13
3/14/2020;Kalimantan Timur;3;0;3
3/14/2020;Riau;1;0;1
3/14/2020;Sulawesi Tenggara;1;0;0
3/15/2020;Bali;1;1;3
3/15/2020;Banten;5;7;139
3/15/2020;DKI Jakarta;61;30;83
3/15/2020;Indonesia;117;5;8
3/15/2020;Jawa Barat;9;2;63
3/15/2020;Jawa Tengah;6;11;14
3/15/2020;Kalimantan Timur;5;0;3
3/15/2020;Riau;1;0;1
3/15/2020;Sulawesi Tenggara;1;0;0
3/16/2020;Bali;1;1;3
3/16/2020;Banten;6;7;143
3/16/2020;DKI Jakarta;63;33;83
3/16/2020;Daerah Istimewa Yogyakarta;1;0;2
3/16/2020;Indonesia;134;5;8
3/16/2020;Jawa Barat;9;2;65
3/16/2020;Jawa Tengah;7;11;14
3/16/2020;Kalimantan Timur;6;0;3
3/16/2020;Riau;1;0;1
3/16/2020;Sulawesi Tenggara;3;0;0
3/17/2020;Bali;1;1;3
3/17/2020;Banten;6;8;146
3/17/2020;DKI Jakarta;65;34;83
3/17/2020;Daerah Istimewa Yogyakarta;1;0;2
3/17/2020;Indonesia;172;5;9
3/17/2020;Jawa Barat;20;2;65
3/17/2020;Jawa Tengah;8;11;15
3/17/2020;Kalimantan Timur;7;0;3
3/17/2020;Riau;1;0;1
3/17/2020;Sulawesi Tenggara;3;0;0
3/17/2020;Sumatera Utara;1;1;10
3/18/2020;Bali;1;1;3
3/18/2020;Banten;6;9;147
3/18/2020;DKI Jakarta;66;35;83
3/18/2020;Daerah Istimewa Yogyakarta;1;0;2
3/18/2020;Indonesia;227;19;11
3/18/2020;Jawa Barat;24;3;67
3/18/2020;Jawa Tengah;11;12;15
3/18/2020;Jawa Timur;18;33;337
3/18/2020;Kalimantan Timur;7;0;3
3/18/2020;Riau;1;0;1
3/18/2020;Sulawesi Tenggara;3;0;0
3/18/2020;Sumatera Utara;1;1;10
3/19/2020;Bali;2;2;3
3/19/2020;Banten;6;10;150
3/19/2020;DKI Jakarta;68;35;84
3/19/2020;Daerah Istimewa Yogyakarta;1;0;2
3/19/2020;Indonesia;309;25;15
3/19/2020;Jawa Barat;29;4;68
3/19/2020;Jawa Tengah;13;12;15
3/19/2020;Jawa Timur;21;33;337
3/19/2020;Kalimantan Timur;7;0;3
3/19/2020;Kepulauan Riau;1;1;0
3/19/2020;Riau;1;0;1
3/19/2020;Sulawesi Selatan;2;0;5
3/19/2020;Sulawesi Tenggara;3;0;0
3/19/2020;Sumatera Utara;1;1;10
3/20/2020;Bali;2;2;3
3/20/2020;Banten;6;13;153
3/20/2020;DKI Jakarta;73;38;85
3/20/2020;Daerah Istimewa Yogyakarta;2;0;3
3/20/2020;Indonesia;369;32;17
3/20/2020;Jambi;1;0;4
3/20/2020;Jawa Barat;45;8;68
3/20/2020;Jawa Tengah;17;12;16
3/20/2020;Jawa Timur;30;33;337
3/20/2020;Kalimantan Timur;7;0;3
3/20/2020;Kepulauan Riau;1;1;0
3/20/2020;Riau;1;0;1
3/20/2020;Sulawesi Selatan;2;0;5
3/20/2020;Sulawesi Tenggara;3;0;0
3/20/2020;Sumatera Utara;1;1;10
3/21/2020;Bali;2;2;3
3/21/2020;Banten;6;13;155
3/21/2020;DKI Jakarta;81;41;91
3/21/2020;Daerah Istimewa Yogyakarta;2;0;3
3/21/2020;Indonesia;450;38;20
3/21/2020;Jambi;1;0;4
3/21/2020;Jawa Barat;50;8;68
3/21/2020;Jawa Tengah;18;13;16
3/21/2020;Jawa Timur;39;34;337
3/21/2020;Kalimantan Timur;7;0;3
3/21/2020;Kepulauan Riau;1;1;0
3/21/2020;Riau;1;0;1
3/21/2020;Sulawesi Selatan;2;0;5
3/21/2020;Sulawesi Tenggara;3;0;0
3/21/2020;Sumatera Utara;1;1;10
3/22/2020;Bali;2;2;3
3/22/2020;Banten;6;15;155
3/22/2020;DKI Jakarta;83;41;94
3/22/2020;Daerah Istimewa Yogyakarta;2;0;3
3/22/2020;Indonesia;514;48;29
3/22/2020;Jambi;1;0;4
3/22/2020;Jawa Barat;53;11;69
3/22/2020;Jawa Tengah;19;13;17
3/22/2020;Jawa Timur;53;34;337
3/22/2020;Kalimantan Timur;7;0;3
3/22/2020;Kepulauan Riau;1;1;0
3/22/2020;Maluku;1;1;1
3/22/2020;Papua;2;1;2
3/22/2020;Riau;1;0;1
3/22/2020;Sulawesi Selatan;2;0;5
3/22/2020;Sulawesi Tenggara;3;0;0
3/22/2020;Sumatera Utara;1;1;10
3/23/2020;Bali;2;2;3
3/23/2020;Banten;6;17;158
3/23/2020;DKI Jakarta;83;41;94
3/23/2020;Daerah Istimewa Yogyakarta;2;1;3
3/23/2020;Indonesia;579;49;30
3/23/2020;Jambi;1;0;4
3/23/2020;Jawa Barat;59;15;69
3/23/2020;Jawa Tengah;22;13;17
3/23/2020;Jawa Timur;55;35;337
3/23/2020;Kalimantan Timur;8;0;3
3/23/2020;Kepulauan Riau;1;1;0
3/23/2020;Maluku;1;1;1
3/23/2020;Maluku Utara;1;0;0
3/23/2020;Papua;2;1;2
3/23/2020;Riau;1;0;1
3/23/2020;Sulawesi Selatan;2;1;5
3/23/2020;Sulawesi Tenggara;3;0;0
3/23/2020;Sumatera Selatan;1;2;1
3/23/2020;Sumatera Utara;1;1;10
3/24/2020;Bali;2;2;3
3/24/2020;Banten;6;18;161
3/24/2020;DKI Jakarta;99;60;97
3/24/2020;Daerah Istimewa Yogyakarta;2;1;3
3/24/2020;Indonesia;685;55;30
3/24/2020;Jambi;1;0;4
3/24/2020;Jawa Barat;61;17;71
3/24/2020;Jawa Tengah;25;14;18
3/24/2020;Jawa Timur;58;36;337
3/24/2020;Kalimantan Timur;8;0;3
3/24/2020;Kepulauan Riau;1;1;0
3/24/2020;Maluku;1;1;1
3/24/2020;Maluku Utara;1;0;0
3/24/2020;Papua;2;1;2
3/24/2020;Riau;1;0;1
3/24/2020;Sulawesi Selatan;4;1;5
3/24/2020;Sulawesi Tenggara;3;0;0
3/24/2020;Sumatera Selatan;1;2;1
3/24/2020;Sumatera Utara;1;1;10
3/25/2020;Bali;2;2;3
3/25/2020;Banten;6;19;164
3/25/2020;DKI Jakarta;100;61;97
3/25/2020;Daerah Istimewa Yogyakarta;3;2;3
3/25/2020;Indonesia;790;58;31
3/25/2020;Jambi;1;0;4
3/25/2020;Jawa Barat;66;17;72
3/25/2020;Jawa Tengah;48;15;19
3/25/2020;Jawa Timur;67;36;338
3/25/2020;Kalimantan Timur;8;0;3
3/25/2020;Kepulauan Riau;1;1;0
3/25/2020;Maluku;1;1;1
3/25/2020;Maluku Utara;1;0;0
3/25/2020;Papua;2;1;2
3/25/2020;Riau;1;0;1
3/25/2020;Sulawesi Selatan;13;1;5
3/25/2020;Sulawesi Tenggara;3;0;0
3/25/2020;Sumatera Selatan;1;2;1
3/25/2020;Sumatera Utara;1;1;10
3/26/2020;Aceh;1;0;1
3/26/2020;Bali;2;2;3
3/26/2020;Banten;6;19;168
3/26/2020;DKI Jakarta;157;63;97
3/26/2020;Daerah Istimewa Yogyakarta;3;2;3
3/26/2020;Indonesia;893;78;35
3/26/2020;Jambi;1;0;4
3/26/2020;Jawa Barat;71;18;72
3/26/2020;Jawa Tengah;52;15;20
3/26/2020;Jawa Timur;80;37;338
3/26/2020;Kalimantan Tengah;2;2;39
3/26/2020;Kalimantan Timur;8;0;3
3/26/2020;Kepulauan Riau;1;1;0
3/26/2020;Lampung;2;0;0
3/26/2020;Maluku;1;1;1
3/26/2020;Maluku Utara;1;0;0
3/26/2020;Papua;6;1;2
3/26/2020;Riau;1;0;1
3/26/2020;Sulawesi Selatan;27;1;5
3/26/2020;Sulawesi Tengah;1;0;0
3/26/2020;Sulawesi Tenggara;3;0;0
3/26/2020;Sulawesi Utara;1;1;5
3/26/2020;Sumatera Barat;3;0;1
3/26/2020;Sumatera Selatan;1;2;1
3/26/2020;Sumatera Utara;1;1;10
3/27/2020;Aceh;4;0;1
3/27/2020;Bali;2;2;3
3/27/2020;Banten;31;21;171
3/27/2020;DKI Jakarta;231;70;103
3/27/2020;Daerah Istimewa Yogyakarta;4;2;3
3/27/2020;Indonesia;1046;87;46
3/27/2020;Jambi;1;0;4
3/27/2020;Jawa Barat;87;21;73
3/27/2020;Jawa Tengah;60;16;21
3/27/2020;Jawa Timur;83;38;338
3/27/2020;Kalimantan Tengah;2;2;39
3/27/2020;Kalimantan Timur;8;0;3
3/27/2020;Kepulauan Riau;1;1;0
3/27/2020;Lampung;3;0;0
3/27/2020;Maluku;1;1;1
3/27/2020;Maluku Utara;1;0;0
3/27/2020;Papua;6;1;2
3/27/2020;Papua Barat;2;1;1
3/27/2020;Riau;1;0;1
3/27/2020;Sulawesi Selatan;29;1;5
3/27/2020;Sulawesi Tengah;1;0;0
3/27/2020;Sulawesi Tenggara;3;0;0
3/27/2020;Sulawesi Utara;1;1;5
3/27/2020;Sumatera Barat;5;0;1
3/27/2020;Sumatera Selatan;1;2;1
3/27/2020;Sumatera Utara;1;2;10
3/28/2020;Aceh;5;0;1
3/28/2020;Bali;2;2;3
3/28/2020;Banten;41;23;178
3/28/2020;DKI Jakarta;279;79;112
3/28/2020;Daerah Istimewa Yogyakarta;4;2;3
3/28/2020;Indonesia;1155;102;59
3/28/2020;Jambi;1;0;4
3/28/2020;Jawa Barat;106;24;74
3/28/2020;Jawa Tengah;75;18;23
3/28/2020;Jawa Timur;97;40;340
3/28/2020;Kalimantan Tengah;3;2;39
3/28/2020;Kalimantan Timur;13;0;3
3/28/2020;Kalimantan Utara;2;0;0
3/28/2020;Kepulauan Riau;2;1;2
3/28/2020;Lampung;3;0;0
3/28/2020;Maluku;1;1;1
3/28/2020;Maluku Utara;1;0;0
3/28/2020;Papua;6;1;2
3/28/2020;Papua Barat;2;1;1
3/28/2020;Riau;1;0;1
3/28/2020;Sulawesi Barat;1;0;0
3/28/2020;Sulawesi Selatan;32;1;5
3/28/2020;Sulawesi Tengah;2;0;0
3/28/2020;Sulawesi Tenggara;3;0;0
3/28/2020;Sulawesi Utara;1;1;5
3/28/2020;Sumatera Barat;5;0;1
3/28/2020;Sumatera Selatan;2;2;1
3/28/2020;Sumatera Utara;1;2;10
3/29/2020;Aceh;5;0;1
3/29/2020;Bali;3;2;3
3/29/2020;Banten;43;25;180
3/29/2020;DKI Jakarta;331;89;112
3/29/2020;Daerah Istimewa Yogyakarta;4;2;3
3/29/2020;Indonesia;1285;114;64
3/29/2020;Jambi;1;0;4
3/29/2020;Jawa Barat;133;27;77
3/29/2020;Jawa Tengah;86;21;23
3/29/2020;Jawa Timur;109;41;368
3/29/2020;Kalimantan Barat;7;2;3
3/29/2020;Kalimantan Tengah;3;2;39
3/29/2020;Kalimantan Timur;13;0;3
3/29/2020;Kalimantan Utara;2;0;0
3/29/2020;Kepulauan Riau;2;1;2
3/29/2020;Lampung;3;0;0
3/29/2020;Maluku;1;1;1
3/29/2020;Maluku Utara;1;0;0
3/29/2020;Papua;8;1;2
3/29/2020;Papua Barat;2;1;1
3/29/2020;Riau;2;0;1
3/29/2020;Sulawesi Barat;1;0;0
3/29/2020;Sulawesi Selatan;47;1;5
3/29/2020;Sulawesi Tengah;2;0;0
3/29/2020;Sulawesi Tenggara;3;0;0
3/29/2020;Sulawesi Utara;1;1;5
3/29/2020;Sumatera Barat;5;0;1
3/29/2020;Sumatera Selatan;2;2;1
3/29/2020;Sumatera Utara;1;2;10
3/30/2020;Aceh;5;0;1
3/30/2020;Bali;12;2;3
3/30/2020;Banten;65;25;183
3/30/2020;DKI Jakarta;364;96;112
3/30/2020;Daerah Istimewa Yogyakarta;6;2;4
3/30/2020;Indonesia;1414;122;75
3/30/2020;Jambi;2;0;4
3/30/2020;Jawa Barat;152;30;82
3/30/2020;Jawa Tengah;103;22;24
3/30/2020;Jawa Timur;116;43;368
3/30/2020;Kalimantan Barat;8;2;3
3/30/2020;Kalimantan Selatan;5;0;0
3/30/2020;Kalimantan Tengah;3;2;39
3/30/2020;Kalimantan Timur;13;0;3
3/30/2020;Kalimantan Utara;2;0;0
3/30/2020;Kepulauan Bangka Belitung;1;0;0
3/30/2020;Kepulauan Riau;4;3;2
3/30/2020;Lampung;7;1;0
3/30/2020;Maluku;1;1;1
3/30/2020;Maluku Utara;1;0;0
3/30/2020;Papua;8;1;2
3/30/2020;Papua Barat;2;1;1
3/30/2020;Riau;3;0;1
3/30/2020;Sulawesi Barat;1;0;0
3/30/2020;Sulawesi Selatan;51;3;5
3/30/2020;Sulawesi Tengah;2;0;0
3/30/2020;Sulawesi Tenggara;3;0;0
3/30/2020;Sulawesi Utara;1;1;5
3/30/2020;Sumatera Barat;8;0;1
3/30/2020;Sumatera Selatan;2;2;1
3/30/2020;Sumatera Utara;7;2;10
3/31/2020;Aceh;5;0;1
3/31/2020;Bali;12;2;4
3/31/2020;Banten;79;27;184
3/31/2020;Bengkulu;1;1;0
3/31/2020;DKI Jakarta;408;106;112
3/31/2020;Daerah Istimewa Yogyakarta;11;2;4
3/31/2020;Indonesia;1528;136;81
3/31/2020;Jambi;2;0;4
3/31/2020;Jawa Barat;159;30;85
3/31/2020;Jawa Tengah;118;24;24
3/31/2020;Jawa Timur;117;43;368
3/31/2020;Kalimantan Barat;8;2;3
3/31/2020;Kalimantan Selatan;7;0;0
3/31/2020;Kalimantan Tengah;7;2;41
3/31/2020;Kalimantan Timur;16;1;3
3/31/2020;Kalimantan Utara;2;0;0
3/31/2020;Kepulauan Bangka Belitung;2;1;0
3/31/2020;Kepulauan Riau;5;3;2
3/31/2020;Lampung;7;2;0
3/31/2020;Maluku;1;1;1
3/31/2020;Maluku Utara;1;0;0
3/31/2020;Nusa Tenggara Barat;2;0;0
3/31/2020;Papua;9;1;3
3/31/2020;Papua Barat;2;1;1
3/31/2020;Riau;3;0;1
3/31/2020;Sulawesi Barat;1;0;0
3/31/2020;Sulawesi Selatan;51;4;5
3/31/2020;Sulawesi Tengah;2;0;0
3/31/2020;Sulawesi Tenggara;3;0;0
3/31/2020;Sulawesi Utara;1;1;5
3/31/2020;Sumatera Barat;8;0;1
3/31/2020;Sumatera Selatan;5;2;1
3/31/2020;Sumatera Utara;13;4;10
04/01/20;Aceh;5;0;1
04/01/20;Bali;18;2;5
04/01/20;Banten;91;28;190
04/01/20;Bengkulu;1;1;0
04/01/20;DKI Jakarta;467;107;112
04/01/20;Daerah Istimewa Yogyakarta;17;2;5
04/01/20;Indonesia;1677;157;103
04/01/20;Jambi;2;0;4
04/01/20;Jawa Barat;179;31;87
04/01/20;Jawa Tengah;137;32;40
04/01/20;Jawa Timur;126;47;445
04/01/20;Kalimantan Barat;9;2;3
04/01/20;Kalimantan Selatan;7;0;0
04/01/20;Kalimantan Tengah;7;2;41
04/01/20;Kalimantan Timur;17;1;3
04/01/20;Kalimantan Utara;2;0;0
04/01/20;Kepulauan Bangka Belitung;2;1;0
04/01/20;Kepulauan Riau;5;3;2
04/01/20;Lampung;7;2;0
04/01/20;Maluku;1;1;2
04/01/20;Maluku Utara;1;0;0
04/01/20;Nusa Tenggara Barat;4;0;0
04/01/20;Papua;9;1;4
04/01/20;Papua Barat;2;1;1
04/01/20;Riau;3;1;1
04/01/20;Sulawesi Barat;1;0;0
04/01/20;Sulawesi Selatan;65;4;5
04/01/20;Sulawesi Tengah;2;0;0
04/01/20;Sulawesi Tenggara;3;0;0
04/01/20;Sulawesi Utara;3;1;5
04/01/20;Sumatera Barat;8;0;1
04/01/20;Sumatera Selatan;5;2;1
04/01/20;Sumatera Utara;15;4;10
04/02/20;Aceh;5;0;1
04/02/20;Bali;18;2;5
04/02/20;Banten;97;30;191
04/02/20;Bengkulu;1;1;0
04/02/20;DKI Jakarta;537;112;114
04/02/20;Daerah Istimewa Yogyakarta;17;3;5
04/02/20;Indonesia;1790;170;112
04/02/20;Jambi;2;0;4
04/02/20;Jawa Barat;194;36;88
04/02/20;Jawa Tengah;142;34;42
04/02/20;Jawa Timur;126;59;536
04/02/20;Kalimantan Barat;9;3;3
04/02/20;Kalimantan Selatan;7;0;0
04/02/20;Kalimantan Tengah;7;2;41
04/02/20;Kalimantan Timur;17;1;3
04/02/20;Kalimantan Utara;2;0;0
04/02/20;Kepulauan Bangka Belitung;2;1;0
04/02/20;Kepulauan Riau;7;4;4
04/02/20;Lampung;7;2;0
04/02/20;Maluku;1;1;2
04/02/20;Maluku Utara;1;0;0
04/02/20;Nusa Tenggara Barat;4;0;0
04/02/20;Papua;9;1;5
04/02/20;Papua Barat;2;1;1
04/02/20;Riau;7;1;1
04/02/20;Sulawesi Barat;1;0;0
04/02/20;Sulawesi Selatan;65;6;9
04/02/20;Sulawesi Tengah;2;1;0
04/02/20;Sulawesi Tenggara;3;0;0
04/02/20;Sulawesi Utara;3;1;5
04/02/20;Sumatera Barat;8;0;1
04/02/20;Sumatera Selatan;11;2;1
04/02/20;Sumatera Utara;15;4;10
04/03/20;Aceh;5;0;1
04/03/20;Bali;21;2;5
04/03/20;Banten;101;30;195
04/03/20;Bengkulu;2;1;0
04/03/20;DKI Jakarta;608;118;116
04/03/20;Daerah Istimewa Yogyakarta;17;3;5
04/03/20;Indonesia;1986;181;134
04/03/20;Jambi;2;0;4
04/03/20;Jawa Barat;196;37;90
04/03/20;Jawa Tengah;161;35;47
04/03/20;Jawa Timur;173;60;543
04/03/20;Kalimantan Barat;9;3;3
04/03/20;Kalimantan Selatan;7;0;0
04/03/20;Kalimantan Tengah;9;2;41
04/03/20;Kalimantan Timur;18;1;3
04/03/20;Kalimantan Utara;8;0;0
04/03/20;Kepulauan Bangka Belitung;2;1;0
04/03/20;Kepulauan Riau;9;4;4
04/03/20;Lampung;10;3;0
04/03/20;Maluku;1;1;2
04/03/20;Maluku Utara;1;0;0
04/03/20;Nusa Tenggara Barat;4;0;0
04/03/20;Papua;15;2;5
04/03/20;Papua Barat;2;1;1
04/03/20;Riau;10;1;1
04/03/20;Sulawesi Barat;2;0;0
04/03/20;Sulawesi Selatan;80;6;9
04/03/20;Sulawesi Tengah;4;2;0
04/03/20;Sulawesi Tenggara;5;0;0
04/03/20;Sulawesi Utara;3;1;5
04/03/20;Sumatera Barat;8;0;1
04/03/20;Sumatera Selatan;12;2;1
04/03/20;Sumatera Utara;15;4;10
04/04/20;Aceh;5;0;1
04/04/20;Bali;26;2;5
04/04/20;Banten;104;32;197
04/04/20;Bengkulu;2;1;0
04/04/20;DKI Jakarta;665;126;121
04/04/20;Daerah Istimewa Yogyakarta;22;3;5
04/04/20;Indonesia;2092;191;150
04/04/20;Jambi;2;0;4
04/04/20;Jawa Barat;216;41;92
04/04/20;Jawa Tengah;176;36;50
04/04/20;Jawa Timur;178;62;546
04/04/20;Kalimantan Barat;9;3;3
04/04/20;Kalimantan Selatan;7;0;0
04/04/20;Kalimantan Tengah;10;2;43
04/04/20;Kalimantan Timur;20;1;4
04/04/20;Kalimantan Utara;8;0;0
04/04/20;Kepulauan Bangka Belitung;2;1;0
04/04/20;Kepulauan Riau;9;4;4
04/04/20;Lampung;10;3;0
04/04/20;Maluku;1;1;2
04/04/20;Maluku Utara;1;0;0
04/04/20;Nusa Tenggara Barat;4;0;0
04/04/20;Papua;17;2;6
04/04/20;Papua Barat;2;1;1
04/04/20;Riau;10;1;2
04/04/20;Sulawesi Barat;2;0;0
04/04/20;Sulawesi Selatan;80;8;14
04/04/20;Sulawesi Tengah;4;2;0
04/04/20;Sulawesi Tenggara;5;0;1
04/04/20;Sulawesi Utara;3;2;5
04/04/20;Sumatera Barat;8;0;1
04/04/20;Sumatera Selatan;12;2;2
04/04/20;Sumatera Utara;18;5;10
04/05/20;Aceh;5;0;1
04/05/20;Bali;31;2;9
04/05/20;Banten;108;34;201
04/05/20;Bengkulu;2;1;0
04/05/20;DKI Jakarta;752;137;123
04/05/20;Daerah Istimewa Yogyakarta;23;3;5
04/05/20;Indonesia;2273;198;164
04/05/20;Jambi;2;0;4
04/05/20;Jawa Barat;222;43;93
04/05/20;Jawa Tengah;179;36;50
04/05/20;Jawa Timur;213;64;554
04/05/20;Kalimantan Barat;9;3;3
04/05/20;Kalimantan Selatan;15;1;0
04/05/20;Kalimantan Tengah;10;2;43
04/05/20;Kalimantan Timur;21;1;4
04/05/20;Kalimantan Utara;8;0;0
04/05/20;Kepulauan Bangka Belitung;2;1;0
04/05/20;Kepulauan Riau;10;4;4
04/05/20;Lampung;10;3;0
04/05/20;Maluku;1;1;2
04/05/20;Maluku Utara;1;0;0
04/05/20;Nusa Tenggara Barat;4;0;0
04/05/20;Papua;25;2;6
04/05/20;Papua Barat;2;1;1
04/05/20;Riau;11;2;2
04/05/20;Sulawesi Barat;2;0;0
04/05/20;Sulawesi Selatan;82;10;25
04/05/20;Sulawesi Tengah;5;2;0
04/05/20;Sulawesi Tenggara;5;0;1
04/05/20;Sulawesi Utara;3;2;5
04/05/20;Sumatera Barat;8;0;1
04/05/20;Sumatera Selatan;16;2;2
04/05/20;Sumatera Utara;18;5;10
04/06/20;Aceh;5;0;1
04/06/20;Bali;38;2;9
04/06/20;Banten;119;36;209
04/06/20;Bengkulu;2;1;0
04/06/20;DKI Jakarta;855;144;130
04/06/20;Daerah Istimewa Yogyakarta;26;3;6
04/06/20;Indonesia;2491;209;192
04/06/20;Jambi;2;0;4
04/06/20;Jawa Barat;232;46;97
04/06/20;Jawa Tengah;198;41;51
04/06/20;Jawa Timur;222;69;565
04/06/20;Kalimantan Barat;9;3;3
04/06/20;Kalimantan Selatan;17;1;0
04/06/20;Kalimantan Tengah;19;2;43
04/06/20;Kalimantan Timur;27;1;4
04/06/20;Kalimantan Utara;15;0;0
04/06/20;Kepulauan Bangka Belitung;2;1;0
04/06/20;Kepulauan Riau;10;4;4
04/06/20;Lampung;11;3;0
04/06/20;Maluku;1;1;2
04/06/20;Maluku Utara;1;0;0
04/06/20;Nusa Tenggara Barat;7;0;0
04/06/20;Papua;25;3;6
04/06/20;Papua Barat;2;1;1
04/06/20;Riau;12;2;2
04/06/20;Sulawesi Barat;2;0;0
04/06/20;Sulawesi Selatan;111;10;25
04/06/20;Sulawesi Tengah;5;2;0
04/06/20;Sulawesi Tenggara;6;0;1
04/06/20;Sulawesi Utara;5;2;5
04/06/20;Sumatera Barat;18;0;1
04/06/20;Sumatera Selatan;16;2;2
04/06/20;Sumatera Utara;19;5;10
04/07/20;Aceh;5;0;1
04/07/20;Bali;38;2;9
04/07/20;Banten;125;36;213
04/07/20;Bengkulu;2;1;0
04/07/20;DKI Jakarta;968;158;133
04/07/20;Daerah Istimewa Yogyakarta;27;3;6
04/07/20;Indonesia;2738;221;204
04/07/20;Jambi;2;0;4
04/07/20;Jawa Barat;308;49;99
04/07/20;Jawa Tengah;206;41;51
04/07/20;Jawa Timur;227;74;567
04/07/20;Kalimantan Barat;10;3;4
04/07/20;Kalimantan Selatan;17;3;0
04/07/20;Kalimantan Tengah;20;2;45
04/07/20;Kalimantan Timur;27;1;4
04/07/20;Kalimantan Utara;15;0;0
04/07/20;Kepulauan Bangka Belitung;2;1;0
04/07/20;Kepulauan Riau;10;4;4
04/07/20;Lampung;11;3;0
04/07/20;Maluku;1;1;2
04/07/20;Maluku Utara;1;0;0
04/07/20;Nusa Tenggara Barat;7;0;0
04/07/20;Papua;25;4;6
04/07/20;Papua Barat;2;1;1
04/07/20;Riau;12;2;2
04/07/20;Sulawesi Barat;2;0;0
04/07/20;Sulawesi Selatan;121;10;27
04/07/20;Sulawesi Tengah;5;2;2
04/07/20;Sulawesi Tenggara;6;0;1
04/07/20;Sulawesi Utara;8;3;5
04/07/20;Sumatera Barat;18;0;1
04/07/20;Sumatera Selatan;16;2;2
04/07/20;Sumatera Utara;19;5;10
04/08/20;Aceh;5;0;1
04/08/20;Bali;44;2;9
04/08/20;Banten;144;36;219
04/08/20;Bengkulu;2;1;0
04/08/20;DKI Jakarta;1058;166;138
04/08/20;Daerah Istimewa Yogyakarta;31;6;9
04/08/20;Indonesia;2956;240;222
04/08/20;Jambi;2;0;4
04/08/20;Jawa Barat;330;54;103
04/08/20;Jawa Tengah;221;44;53
04/08/20;Jawa Timur;242;97;582
04/08/20;Kalimantan Barat;10;3;4
04/08/20;Kalimantan Selatan;21;3;1
04/08/20;Kalimantan Tengah;20;3;45
04/08/20;Kalimantan Timur;28;1;4
04/08/20;Kalimantan Utara;16;0;0
04/08/20;Kepulauan Bangka Belitung;3;1;0
04/08/20;Kepulauan Riau;10;4;4
04/08/20;Lampung;14;5;0
04/08/20;Maluku;3;1;2
04/08/20;Maluku Utara;2;0;0
04/08/20;Nusa Tenggara Barat;7;0;0
04/08/20;Papua;36;4;6
04/08/20;Papua Barat;2;1;1
04/08/20;Riau;12;2;2
04/08/20;Sulawesi Barat;2;0;0
04/08/20;Sulawesi Selatan;126;11;29
04/08/20;Sulawesi Tengah;5;2;2
04/08/20;Sulawesi Tenggara;10;0;1
04/08/20;Sulawesi Utara;8;3;5
